CODIGO;NOME;CLASSIFICACAO;NUMERO_REVISAO;ULTIMA_REVISAO;DATA_APROVACAO;PROXIMA_REVISAO;DATA_VALIDADE;PASTA;AUTOR;DOCUMENTOS_CONTROLADOS;MATRIZ;SUB_AREA
FOR.183;Tabela Hora Hora;Formulário;;2023-09-11;2023-10-03;2025-10-02;2025-12-31;07-MELHORIA CONTÍNUA;Gabriely Gonçalves;Sim;;
FOR.185;Etiquetas de Envio de Testes para o EQC;Formulário;2;2024-09-19;2024-09-26;2025-09-26;2025-12-25;08-EQC;Lucineide Pereira;Sim;;
FOR.188;Carta de Esclarecimento - Autenticidade de Tratamento;Formulário;;2023-10-03;2024-11-26;2025-11-26;2026-02-24;Laudos;Taís Flores;Sim;;
FOR.191;Formulário de Testes - Lentes Stellest;Formulário;;2023-10-10;2023-12-28;2025-12-27;2026-03-27;00-Geral Testes;Renan Barbosa;Sim;SURFAÇAGEM;QUALIDADE
FOR.192;Retrabalho CF - Lab Geral;Formulário;3;2025-02-24;2025-05-30;2026-05-30;2026-08-28;00-Controle do Processo HMC;Nathália Brandão;Sim;;
FOR.193;Rendimento HC - Lab Geral;Formulário;3;2025-02-24;2025-05-30;2026-05-30;2026-08-28;00-Controle do Processo HMC;Nathália Brandão;Sim;;
FOR.194;Carta de Esclarecimento – Proteção/Bloqueio Luzes Ultravioleta e Azul Nocivas;Formulário;;2023-11-16;2024-03-18;2026-06-09;2026-09-08;Laudos;Nathália Brandão;Sim;;
FOR.195;Identificação de Quebras - Grown;Formulário;1;2024-02-09;2024-02-19;2026-02-18;2026-05-19;Grown;Priscila Souza;Sim;;
FOR.196;Controle de Quebra Geral;Formulário;;2024-02-07;2024-02-08;2026-02-07;2026-05-08;Acompanhamento de Resultados;Victor Olivares;Sim;;
FOR.197;Expedição de Vernizes - Envios;Formulário;;2024-02-08;2024-02-19;2026-05-20;2026-08-20;Caxias CD;Miguel Soares Lima;Sim;;
FOR.198;Retorno de serviço - Visolab;Formulário;;2024-02-15;2024-02-21;2026-02-20;2026-05-21;Visolab;Jaldo Reis;Sim;;
FOR.199;Acompanhamento de Cliente Detrator - Pesquisa de Satisfação;Formulário;1;2024-03-28;2024-09-26;2025-09-26;2025-12-25;Pesquisa de Satisfação;Rafael Medeiros;Sim;;
FOR.200;Validação de Armação;Formulário;;2024-04-29;2024-04-29;2026-04-29;2026-07-28;00 - Controle de Processo;Nickolle Rodrigues;Sim;;
FOR.201;Carta de Esclarecimento - Parecer Técnico;Formulário;;2024-05-14;2024-11-26;2025-11-26;2026-02-24;Laudos;Nathália Brandão;Sim;;
FOR.203;Agrupamento de Malotes dos Correios - Tecnolens;Formulário;2;2024-09-02;2024-09-03;2025-09-03;2025-12-02;Tecnolens;Vinicius Silva;Sim;Expedição e/ou Faturamento;Faturamento
FOR.204;Gestão à Vista - Acompanhamento de Trocas de Insumos e Limpeza das Máquinas - Tecnolens;Formulário;;2024-06-28;2024-06-28;2026-06-29;2026-09-28;Tecnolens;Vinicius Silva;Sim;QUALIDADE;LIMPEZA
FOR.205;Alerta de Qualidade (AQ);Formulário;;2024-08-01;2024-08-12;2026-08-12;2026-11-10;Solução de Problemas;Nathália Brandão;Sim;;
FOR.206;Verificação Lux - Caixa Preta;Formulário;;2024-08-16;2024-08-27;2026-08-27;2026-11-25;Verificação Lux;Nathália Brandão;Sim;;
FOR.207;Verificação Lux - Lâmpada Waldmann;Formulário;;2024-08-16;2024-08-27;2026-08-27;2026-11-25;Verificação Lux;Nathália Brandão;Sim;;
FOR.208;Retrabalho Diário - Tecnolens;Formulário;;2024-09-03;2024-09-03;2025-09-03;2025-12-02;Tecnolens;Ramon Gonçalves;Sim;QUALIDADE;0
FOR.209;Automatic Calibration (Calibração Inspetor Referência);Formulário;;2024-09-09;2024-09-26;2025-09-26;2025-12-25;Inspetor Referência;Lucineide Pereira;Sim;;
FOR.210;Identification Mapping lenses (Calibração Inspetor Referência);Formulário;;2024-09-09;2024-09-26;2025-09-26;2025-12-25;Inspetor Referência;Lucineide Pereira;Sim;;
FOR.211;Carta de Esclarecimento - Lentes sem marcação FOG-ID;Formulário;;2024-09-13;2024-09-18;2025-09-18;2025-12-17;Laudos;Jessika Menacho;Sim;;
FOR.212;Envio de Material para Cliente - Technopark;Formulário;;2024-10-25;2024-11-01;2025-11-01;2026-01-30;Technopark;Fabrina Souza;Sim;;
FOR.213;Controle de Entrada de Materiais na Expedição - Technopark;Formulário;;2024-10-25;2024-11-01;2025-11-01;2026-01-30;Technopark;Fabrina Souza;Sim;;
FOR.214;Aprovação de Perdas por Extravio e Testes de Qualidade - Technopark;Formulário;;2025-02-20;2025-02-21;2026-02-21;2026-05-22;Technopark;Fabrina Souza;Sim;;
FOR.216;Gestão à Vista - Quebras individuais do Operador - Tecnolens;Formulário;;2025-03-06;2025-03-13;2026-03-13;2026-06-11;Tecnolens;Vinicius Silva;Sim;QUALIDADE;0
FOR.217;CheckList Genérico - Tecnolens;Formulário;;2025-03-06;2025-03-13;2026-03-13;2026-06-11;Tecnolens;Vinicius Silva;Sim;QUALIDADE;0
FOR.218;Start-Stop da Fábrica - Technopark;Formulário;;2025-04-15;2025-08-25;2026-08-25;2026-11-23;Technopark;Fabrina Souza;Sim;;
FOR.219;Controle de Documentos EHS - Grown;Formulário;;2025-05-30;2025-06-03;2026-06-03;2026-09-01;Grown;Natalia Silva;Sim;;
FOR.220;Calculadora Regeneração de Soda Cáustica;Formulário;3;2025-10-23;2025-10-31;2026-10-31;2027-01-29;Testes HC;Leonardo Pennetta;Sim;;
FOR.221;Calculadora Regeneração  A1100;Formulário;1;2025-08-15;2025-08-28;2026-08-28;2026-11-26;Testes HC;Leonardo Pennetta;Sim;;
FOR.223;Gestão à Vista - Troca de PADS - Tecnolens;Formulário;;2025-08-06;2025-09-12;2026-09-12;2026-12-11;00-Geral;Vinicius Silva;Sim;SURFAÇAGEM;Polimento
FOR.224;Gestão à Vista - Troca de Membranas - Toroflex - Tecnolens;Formulário;;2025-08-06;2025-09-12;2026-09-12;2026-12-11;Toroflex;Vinicius Silva;Sim;SURFAÇAGEM;Polimento
FOR.225;Reposição de Estoque - Tecnolens;Formulário;;2025-08-06;2025-09-04;2026-09-04;2026-12-03;Tecnolens;Vinicius Silva;Sim;Estoque;Reposição de Estoque
FOR.226;Regeneração Raptex;Formulário;1;2025-08-19;2025-08-19;2026-08-19;2026-11-17;Testes HC;Leonardo Pennetta;Sim;;
FOR.227;Lista de Softwares - Tecnolens;Formulário;;2025-09-04;2025-09-12;2026-09-12;2026-12-11;Tecnolens;Vinicius Silva;Sim;QUALIDADE;TI
FOR.228;Relatório de Condição de ativo_Intenção de transferência Interna;Formulário;4;2025-09-16;2025-09-16;2026-09-16;2026-12-15;Português;Victor Cardoso;Sim;;
FOR.229;Solicitação de Atualização do Plano de Manutenção Preventiva;Formulário;1;2025-09-15;2025-09-23;2026-09-23;2026-12-22;Português;Victor Cardoso;Sim;;
FOR.230;Solicitud de Actualización del Plan de Mantenimiento Preventivo;Formulário;;2025-09-09;2025-09-09;2026-09-09;2026-12-08;Español;Victor Cardoso;Sim;;
FOR.233;Plano de Manutenção Preventiva Ceditop;Formulário;;2025-10-01;2025-10-01;2026-10-01;2026-12-30;Ceditop;Leticia Santos;Sim;;
FOR.234;Registro de Entrada ao EQC;Formulário;1;2025-10-07;2025-10-07;2026-10-07;2027-01-05;EQC;Jessika Menacho;Sim;;
FOR.246;Regeneração: Químicos HC (Mithril 1.6);Formulário;1;2025-10-27;2025-10-31;2026-10-31;2027-01-29;00-Controle do Processo HMC;Jessika Menacho;Sim;;
GEQC.01001;;;;;;;;;;;;
GEQC.01002;;;;;;;;;;;;
GEQC.01003;;;;;;;;;;;;
GEQC.01004;;;;;;;;;;;;
GEQC.01005;;;;;;;;;;;;
GEQC.01006;;;;;;;;;;;;
GEQC.01007;;;;;;;;;;;;
GEQC.01008;;;;;;;;;;;;
GEQC.01009;;;;;;;;;;;;
GEQC.01010;;;;;;;;;;;;
GEQC.01011;;;;;;;;;;;;
GEQC.02011;;;;;;;;;;;;
GEQC.03001;;;;;;;;;;;;
GQS-POL.001;POLÍTICA DE CONFORMIDADE;Políticas de Qualidade;1;2019-01-01;2019-04-01;2026-03-30;2026-06-28;Políticas;Taís Flores;Sim;;
GQS-POL.002;POLÍTICA DE GESTÃO DE REIVINDICAÇÕES DE PRODUTOS E SERVIÇOS;Políticas de Qualidade;1;2018-04-02;2018-09-03;2026-05-27;2026-08-26;Políticas;Taís Flores;Sim;;
GQS-POL.003;POLÍTICA DE GESTÃO DE RISCOS;Políticas de Qualidade;1;2019-10-01;2020-02-03;2026-02-01;2026-05-02;Políticas;Taís Flores;Sim;;
GQS-POL.004;POLÍTICA DE GESTÃO DE MUDANÇAS;Políticas de Qualidade;1;2020-12-01;2021-02-01;2026-01-31;2026-05-01;Políticas;Taís Flores;Sim;;
GQS-POL.005;GESTÃO DE DOCUMENTAÇÃO;Políticas de Qualidade;1;2021-06-14;2021-06-14;2026-06-13;2026-09-11;Políticas;Taís Flores;Sim;;
GQS-POL.006;POLÍTICA DE DESIGN E DESENVOLVIMENTO;Políticas de Qualidade;1;2020-06-01;2020-08-03;2026-08-02;2026-10-31;Políticas;Taís Flores;Sim;;
GQS-POL.007;POLÍTICA DE VALIDAÇÃO ONE;Políticas de Qualidade;2;2020-03-02;2021-02-01;2026-01-31;2026-05-01;Políticas;Taís Flores;Sim;;
GQS-POL.008;POLÍTICA DE ESPECIFICAÇÕES;Políticas de Qualidade;1;2019-09-02;2021-06-14;2026-06-13;2026-09-11;Políticas;Taís Flores;Sim;;
GQS-POL.009;POLÍTICA DE GESTÃO DE MÉTODOS DE TESTE;Políticas de Qualidade;2;2020-07-01;2020-12-01;2025-11-30;2026-02-28;Políticas;Taís Flores;Sim;;
GQS-POL.010;POLÍTICA DE FABRICAÇÃO;Políticas de Qualidade;1;2020-02-03;2020-02-03;2026-02-01;2026-05-02;Políticas;Taís Flores;Sim;;
GQS-POL.011;IDENTIFICAÇÃO, RASTREABILIDADE e RECALL;Políticas de Qualidade;1;2019-02-04;2019-07-01;2026-06-29;2026-09-27;Políticas;Taís Flores;Sim;;
GQS-POL.012;POLÍTICA DE PRESERVAÇÃO DE PRODUTOS;Políticas de Qualidade;1;2020-04-01;2020-04-01;2026-03-31;2026-06-29;Políticas;Taís Flores;Sim;;
GQS-POL.013;POLÍTICA DE GESTÃO DE FORNECEDORES;Políticas de Qualidade;1;2020-03-02;2020-04-01;2026-03-31;2026-06-29;Políticas;Taís Flores;Sim;;
GQS-POL.014;POLÍTICA DE FEEDBACK DE CLIENTES;Políticas de Qualidade;1;2020-04-01;2020-04-01;2026-03-31;2026-06-29;Políticas;Taís Flores;Sim;;
GQS-POL.015;NÃO CONFORMIDADE - POLÍTICA DE AÇÕES CORRETIVAS E PREVENTIVAS;Políticas de Qualidade;1;2019-10-01;2019-11-01;2025-10-30;2026-01-28;Políticas;Taís Flores;Sim;;
GQS-POL.016;POLÍTICA DE TREINAMENTO;Políticas de Qualidade;1;2019-12-02;2020-02-03;2026-02-01;2026-05-02;Políticas;Taís Flores;Sim;;
GQS-POL.017;Política de Auditoria da Qualidade;Políticas de Qualidade;1;2019-12-02;2020-02-03;2026-02-01;2026-05-02;Políticas;Taís Flores;Sim;;
GQS-POL.018;ANÁLISE POR PARTE DA ADMINISTRAÇÃO;Políticas de Qualidade;1;2019-01-01;2019-04-01;2026-03-30;2026-06-28;Políticas;Taís Flores;Sim;;
MAN.001;;;;;;;;;;;;
MAN.002;;;;;;;;;;;;
MAN.003;;;;;;;;;;;;
MAN.004;;;;;;;;;;;;
MAN.005;;;;;;;;;;;;
MAN.006;;;;;;;;;;;;
MAN.007;;;;;;;;;;;;
MAN.008;;;;;;;;;;;;
MAN.009;;;;;;;;;;;;
MAN.010;;;;;;;;;;;;
MAN.011;;;;;;;;;;;;
MAN.012;;;;;;;;;;;;
MAN.013;;;;;;;;;;;;
MAN.014;;;;;;;;;;;;
MAN.015;;;;;;;;;;;;
MAN.016;;;;;;;;;;;;
MAN.017;;;;;;;;;;;;
MAN.018;;;;;;;;;;;;
MAN.019;;;;;;;;;;;;
MAN.020;;;;;;;;;;;;
MAN.021;;;;;;;;;;;;
MAN.022;;;;;;;;;;;;
MAN.023;;;;;;;;;;;;
MAN.024;;;;;;;;;;;;
MAN.025;;;;;;;;;;;;
MAN.026;;;;;;;;;;;;
MAN.027;;;;;;;;;;;;
MAN.028;;;;;;;;;;;;
MAN.029;;;;;;;;;;;;
MAN.030;;;;;;;;;;;;
MAN.031;;;;;;;;;;;;
MAN.032;;;;;;;;;;;;
MAN.033;;;;;;;;;;;;
MAN.034;;;;;;;;;;;;
MAN.035;ART Blocker A - Probe Station Calibration;Manual Máquina;;2023-09-27;2023-09-27;2025-09-26;2025-12-25;01-Manual do Fabricante;José Roberto;Sim;;
MAN.036;ART Blocker A - Video Calibration;Manual Máquina;;2023-09-27;2023-09-27;2025-09-26;2025-12-25;01-Manual do Fabricante;José Roberto;Sim;;
MAN.037;ART Blocker A - Dosing Unit Adjustment;Manual Máquina;;2023-09-27;2023-09-27;2025-09-26;2025-12-25;01-Manual do Fabricante;José Roberto;Sim;;
MAN.038;ART Blocker A - Glue Position;Manual Máquina;;2019-05-01;2019-05-01;2025-09-27;2025-12-27;01-Manual do Fabricante;José Roberto;Sim;;
MAN.039;ART Blocker A - Control of The Loading Force;Manual Máquina;;2021-03-01;2021-03-01;2025-09-27;2025-12-27;01-Manual do Fabricante;José Roberto;Sim;;
MAN.040;ART Blocker - Productivity Increase;Manual Máquina;;2017-06-01;2017-06-01;2025-09-27;2025-12-27;01-Manual do Fabricante;José Roberto;Sim;;
MAN.041;ART Blocker A - VCA Labels;Manual Máquina;;2019-07-05;2019-07-05;2025-09-27;2025-12-27;01-Manual do Fabricante;José Roberto;Sim;;
MAN.042;ART Blocker - Remplacement de la Colle;Manual Máquina;;2019-01-01;2019-01-01;2025-09-27;2025-12-27;01-Manual do Fabricante;José Roberto;Sim;;
MAN.043;ART Blocker A - Parameters;Manual Máquina;;2022-03-01;2022-03-01;2025-09-27;2025-12-27;01-Manual do Fabricante;José Roberto;Sim;;
MAN.044;ART Blocker A - Maintenance;Manual Máquina;;2023-09-27;2023-09-27;2025-09-26;2025-12-25;01-Manual do Fabricante;José Roberto;Sim;;
MAN.045;;;;;;;;;;;;
MAN.046;ART Blocker - Installation Requirements;Manual Máquina;1;2013-11-06;2013-11-06;2025-09-27;2025-12-27;01-Manual do Fabricante;José Roberto;Sim;;
MAN.047;;;;;;;;;;;;
MAN.048;VFT Orbit 2 - All Format Generator;Manual Máquina;;2023-09-28;2023-09-28;2025-09-27;2025-12-26;01-Manual do Fabricante;José Roberto;Sim;;
MAN.049;ART Deblocker - Alinhamento de Máquinas, Calibração e Ensino de Eixos;Manual Máquina;1;2020-12-17;2020-12-17;2025-11-22;2026-02-22;01-Manual do Fabricante;José Roberto;Sim;;
MAN.050;ART Deblocker - Block Piece Controller;Manual Máquina;;2023-11-22;2023-11-22;2025-11-21;2026-02-19;01-Manual do Fabricante;José Roberto;Sim;;
MAN.051;ART Deblocker - Clamping Force Rapid Test;Manual Máquina;;2022-10-01;2022-10-01;2025-09-23;2025-12-20;01-Manual do Fabricante;José Roberto;Sim;;
MAN.052;ART Deblocker - Maintenance;Manual Máquina;;2020-02-05;2020-02-05;2025-11-22;2026-02-21;01-Manual do Fabricante;José Roberto;Sim;;
MAN.053;ART Deblocker - Instructions de Montage et de Service pour Installations de Réfrigération;Manual Máquina;1;2018-09-24;2018-09-24;2025-09-24;2025-12-23;01-Manual do Fabricante;José Roberto;Sim;;
MAN.054;ART Deblocker - Machine Settings;Manual Máquina;;2018-01-01;2018-01-01;2025-11-22;2026-02-21;01-Manual do Fabricante;José Roberto;Sim;;
MAN.055;ART Deblocker - Maintenance Operations;Manual Máquina;;2021-02-10;2021-02-10;2025-11-22;2026-02-21;01-Manual do Fabricante;José Roberto;Sim;;
MAN.056;ART Deblocker - Mapa;Manual Máquina;;2023-11-22;2023-11-22;2025-11-21;2026-02-19;01-Manual do Fabricante;José Roberto;Sim;;
MAN.057;ART Deblocker - Nozzle jet Control for Essilor;Manual Máquina;;2023-11-22;2023-11-22;2025-11-21;2026-02-19;01-Manual do Fabricante;José Roberto;Sim;;
MAN.058;ART Deblocker - Parameters;Manual Máquina;;2021-12-01;2021-12-01;2025-12-01;2026-03-01;01-Manual do Fabricante;José Roberto;Sim;;
MAN.059;ART Deblocker M - Maintenance;Manual Máquina;;2023-11-22;2023-11-22;2025-11-21;2026-02-19;01-Manual do Fabricante;José Roberto;Sim;;
MAN.060;AutoMapper - User Manual;Manual Máquina;1;2014-11-01;2014-11-01;2025-11-22;2026-02-21;01-Manual do Fabricante;José Roberto;Sim;;
MAN.061;Fitadeira - Automatic Surface Tape Applicator (ASTA);Manual Máquina;2;2003-02-18;2003-02-18;2025-11-23;2026-02-24;01-Manual do Fabricante;José Roberto;Sim;;
MAN.062;Fitadeira - Maintenance for the ASTA;Manual Máquina;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;01-Manual do Fabricante;José Roberto;Sim;;
MAN.063;Flash UV - Family Wavelenght 266 nm;Manual Máquina;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;01-Manual do Fabricante;José Roberto;Sim;;
MAN.064;PRA - Adjust the Blocking Height;Manual Máquina;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;01-Manual do Fabricante;José Roberto;Sim;;
MAN.065;CB Bond E - Manual de Operação;Manual Máquina;;2024-09-19;2024-09-19;2025-09-19;2025-12-18;01-Manual do Fabricante;Marcelo Bastos;Sim;;
MAN.066;CCL C Mark - Manual de Operação;Manual Máquina;;2024-09-19;2024-09-19;2025-09-19;2025-12-18;01-Manual do Fabricante;Marcelo Bastos;Sim;;
MAN.067;CCP Swiff - Manual de Operação;Manual Máquina;;2024-09-19;2024-09-19;2025-09-19;2025-12-18;01-Manual do Fabricante;Marcelo Bastos;Sim;;
MAN.068;High Speed Cutting Machine HSC Sprint - Manual de Utilização;Manual Máquina;1;2024-09-19;2024-09-19;2025-09-19;2025-12-18;01-Manual do Fabricante;Marcelo Bastos;Sim;;
MAQ.002;Manual da Qualidade;Manual da Qualidade;10;2024-09-02;2024-09-04;2025-09-04;2025-12-03;Qualidade;Nathália Brandão;Sim;QUALIDADE;QUALIDADE
PCP.043;PCP - Finishing español;Parâmetros e Controle de Processos;8;2024-07-04;2024-07-08;2026-07-08;2026-10-07;Espanhol;Edgar Casallas;Sim;;
PCP.045;PCP - Finishing português;Parâmetros e Controle de Processos;8;2024-07-04;2024-07-08;2026-07-08;2026-10-07;Português;Edgar Casallas;Sim;;
PCP.048;PCP Mithril 1.6 D645;Parâmetros e Controle de Processos;10;2025-03-20;2025-05-12;2026-05-12;2026-08-10;01-PCP;Leonardo Pennetta;Sim;;
PCP.049;PCP Surfacing Process Rx;Parâmetros e Controle de Processos;15;2025-03-05;2025-03-13;2026-03-13;2026-06-11;PCP;Alessandro Barros;Sim;;
PCP.054;PCP Mithril 1.6 Rx SCL Machines;Parâmetros e Controle de Processos;9;2024-04-17;2025-05-12;2026-05-12;2026-08-10;01-PCP;Leonardo Pennetta;Sim;;
PCP.055;PCP Mithril 1.6 Rx D Machines;Parâmetros e Controle de Processos;22;2025-03-20;2025-05-12;2026-05-12;2026-08-10;01-PCP;Leonardo Pennetta;Sim;;
PCP.056;PCP - Finishing - Inglês;Parâmetros e Controle de Processos;8;2024-07-04;2024-07-08;2026-07-08;2026-10-07;Inglês;Edgar Casallas;Sim;;
PCP.057;PCP Mithril 1.5 CCM;Parâmetros e Controle de Processos;1;2024-04-19;2024-11-25;2025-11-25;2026-02-23;01-PCP;Carlos Anselme;Sim;;
PCP.058;PCP - Spin MRIII;Parâmetros e Controle de Processos;;2025-04-10;2025-05-12;2026-05-12;2026-08-10;PCP;Leonardo Pennetta;Sim;;
POP.076;Preparação de Químicos - DSX e SP;Procedimento Operacional Padrão;7;2023-10-16;2024-02-28;2026-02-27;2026-05-28;00-Geral AR;Aluney Junior;Sim;HMC;Antirreflexo
POP.080;ACOMPANHAMENTO DO PROCESSO;Procedimento Operacional Padrão;2;2019-02-22;2019-02-22;2026-07-03;2026-10-02;380;Vagner Domingos;Sim;HMC;Antirreflexo
POP.087;Manual Operacional - Satisloh MC 380;Procedimento Operacional Padrão;3;2023-05-18;2023-07-17;2026-07-16;2026-10-15;380;Francisco Glauber;Sim;HMC;Antirreflexo
POP.088;Limpeza e Manutenção - Satisloh MC 380;Procedimento Operacional Padrão;5;2023-05-18;2024-03-18;2025-03-18;2026-09-18;380;Francisco Glauber;Sim;HMC;Antirreflexo
POP.089;;;;;;;;;;;;
POP.1000;Manual Operacional - Certificação e Faturamento da Expedição - Visolab;Procedimento Operacional Padrão;;2023-12-01;2024-01-22;2026-01-21;2026-04-21;Visolab;Jaldo Reis;Sim;;
POP.1001;Manual Operacional - Produtos e Insumos Não Conforme - Visolab;Procedimento Operacional Padrão;2;2025-06-11;2025-06-23;2026-06-23;2026-09-21;Visolab;Evany Rabelo;Sim;;
POP.1002;Manual Operacional - Rastreabilidade de pedidos - Visolab;Procedimento Operacional Padrão;1;2024-04-16;2024-04-17;2026-04-17;2026-07-16;Visolab;Jaldo Reis;Sim;;
POP.1003;Manual Operacional - Casamento de Armação - Visolab;Procedimento Operacional Padrão;1;2024-04-17;2024-04-18;2026-04-17;2026-07-17;Visolab;Jaldo Reis;Sim;;
POP.1004;Manual Operacional - Rastreabilidade de Produtos - Laboratório Sumaré;Procedimento Operacional Padrão;;2023-12-15;2023-12-18;2025-12-17;2026-03-17;Sumaré Laboratório;Denise Miranda;Sim;;
POP.1005;Calibração Operacional - ProMapper;Procedimento Operacional Padrão;;2023-12-18;2023-12-18;2025-12-17;2026-03-17;ProMapper;Renan Barbosa;Sim;SURFAÇAGEM;Conferência
POP.1006;Monitoramento de Realimentação do Cliente - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-12-18;2023-12-18;2025-12-17;2026-03-17;Sumaré Laboratório;Rafael Medeiros;Sim;;
POP.1007;Manual Operacional - Focovision SPV-3;Procedimento Operacional Padrão;;2024-01-03;2024-01-04;2026-01-03;2026-04-03;Focovision;Renan Barbosa;Sim;;
POP.1012;Monitoramento de Realimentação do Cliente - Visolab;Procedimento Operacional Padrão;1;2024-08-19;2024-08-19;2026-08-19;2026-11-17;Visolab;Jaldo Reis;Sim;;
POP.1013;Verificação ProMapper - Lentes Mineral;Procedimento Operacional Padrão;;2024-01-29;2024-02-02;2026-02-01;2026-05-02;ProMapper;Pauline Gomez;Sim;SURFAÇAGEM;Conferência
POP.1014;Manual Operacional - Lapidação de Lentes - Repro;Procedimento Operacional Padrão;;2024-01-31;2024-03-18;2026-05-20;2026-08-20;Repro;Laura Vaz;Sim;;
POP.1015;Manual Operacional - Liberação de Lentes Prontas e Blocos do Estoque - Visolab;Procedimento Operacional Padrão;1;2024-08-15;2024-08-15;2026-08-14;2026-11-12;Visolab;Jaldo Reis;Sim;;
POP.1016;Manual Operacional - Aprovação e Cancelamento de Pedidos - Visolab;Procedimento Operacional Padrão;;2024-01-31;2024-02-09;2026-02-08;2026-05-09;Visolab;Jaldo Reis;Sim;;
POP.1017;Manual Operacional - Spin Coat Tool;Procedimento Operacional Padrão;;2024-01-31;2024-03-18;2025-03-18;2026-09-18;05-SPIN;Jaldo Reis;Sim;;
POP.1018;Manual Operacional - Abertura de Perdas Interna da Produção - Grown;Procedimento Operacional Padrão;2;2025-05-16;2025-06-16;2026-06-16;2026-09-14;Grown;Priscila Souza;Sim;;
POP.1019;Teste de Viscosidade - Automático com Brookfield DVPLUS;Procedimento Operacional Padrão;;2024-01-31;2024-02-02;2025-02-01;2026-02-12;Testes HC;Jessika Menacho;Sim;;
POP.1020;Manual Operacional - Estoque Atacado - Grown;Procedimento Operacional Padrão;;2024-02-02;2024-02-19;2026-02-18;2026-05-19;Grown;João Sales;Sim;;
POP.1021;Manual Operacional - Recebimento e Armazenamento - Grown;Procedimento Operacional Padrão;;2024-02-02;2024-02-19;2026-02-18;2026-05-19;Grown;João Sales;Sim;;
POP.1024;Manual Operacional - Abertura da requisição de quebra - Visolab;Procedimento Operacional Padrão;;2024-02-21;2024-02-21;2026-02-20;2026-05-21;Visolab;Jaldo Reis;Sim;;
POP.1025;Manual Operacional - Consultoria - Visolab;Procedimento Operacional Padrão;;2024-02-26;2024-04-01;2026-06-30;2026-09-29;Visolab;Jaldo Reis;Sim;;
POP.1028;Manual Operacional - Emissão de Carta de Correção - Sumaré CD;Procedimento Operacional Padrão;1;2025-05-14;2025-05-15;2026-05-15;2026-08-13;Sumaré CD;Erika Fagundes;Sim;;
POP.1029;Manual Operacional - Entrada de pedidos na Montagem - Optilab;Procedimento Operacional Padrão;1;2025-04-23;2025-04-29;2026-04-29;2026-07-28;Optilab;Nickolle Rodrigues;Sim;;
POP.1030;Manual Operacional - Inspeção de Saída do HC - LabRio;Procedimento Operacional Padrão;;2024-02-27;2024-04-02;2026-06-09;2026-09-08;00-Geral HC;Renan Barbosa;Sim;;
POP.1031;Manual Operacional - Expedição de Vernizes e Primers - CD Caxias;Procedimento Operacional Padrão;1;2024-10-01;2024-10-01;2025-10-01;2025-12-30;Caxias CD;Miguel Soares Lima;Sim;;
POP.1032;Manual Operacional - Produto Não Conforme - Sumaré CD;Procedimento Operacional Padrão;1;2025-02-18;2025-07-14;2026-07-14;2026-10-12;Sumaré CD;Denise Miranda;Sim;;
POP.1033;Calibração Operacional - Focovision SPV-3;Procedimento Operacional Padrão;;2024-03-01;2024-03-05;2026-06-09;2026-09-08;Focovision;Renan Barbosa;Sim;;
POP.1035;Manual Operacional - Medidor e Descarte - Block Piece;Procedimento Operacional Padrão;;2024-03-04;2024-03-05;2026-06-09;2026-09-08;01-Preparação;Jesse Rodrigues;Sim;;
